title,price,drivetrain,exterior_color,model,year,trim,fuel_consume(L/100km),region,province,battery_charge_time(hr),battery_range(km),body_type,mileage(km),front_legroom(mm),cargo_volume(L)
2021 Tesla Model 3 Long Range AWD,31990,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Long Range AWD,1.9,Etobicoke,ON,10.0,568.0,Sedan,118280,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,32995,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2020.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,402.0,Sedan,51000,1085.0,424.0
2019 Tesla Model X 100D AWD,63995,All-Wheel Drive,Black,Model X,2019.0,100D AWD,2.655,Richmond,BC,12.0,475.0,SUV/ Crossover,95934,1046.0,543.0
2020 Tesla Model 3 Long Range AWD,34999,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Long Range AWD,1.945,London,ON,10.0,518.0,Sedan,90000,1085.0,424.0
2022 Tesla Model 3 RWD,41495,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Victoria,BC,10.0,430.0,Sedan,27620,1085.0,648.0
2022 Tesla Model Y Performance AWD,57995,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2022.0,Performance AWD,2.09,Sutton West,ON,10.0,488.0,SUV/ Crossover,35223,1062.0,971.0
2021 Tesla Model 3 Standard Range Plus RWD,34388,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2021.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,430.0,Sedan,45500,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,35888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Nanaimo,BC,10.0,430.0,Sedan,78498,1085.0,424.0
2019 Tesla Model 3 Standard Plus RWD,29995,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2019.0,Standard Plus RWD,1.9,Toronto,ON,10.0,386.0,Sedan,70000,1085.0,424.0
2019 Tesla Model 3 Standard RWD,22995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Standard RWD,1.9,Toronto,ON,10.0,354.0,Sedan,152000,1085.0,424.0
2022 Tesla Model Y Performance AWD,55999,All-Wheel Drive,Black,Model Y,2022.0,Performance AWD,2.09,Montréal,QC,10.0,488.0,SUV/ Crossover,25000,1062.0,971.0
2020 Tesla Model 3 Long Range AWD,35888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Long Range AWD,1.945,Vancouver,BC,10.0,518.0,Sedan,94244,1085.0,424.0
2012 Tesla Model S Performance RWD,34999,Rear-Wheel Drive,Silver,Model S,2012.0,Performance RWD,2.655,Burnaby,BC,12.0,407.0,Sedan,20432,1085.0,894.0
2022 Tesla Model 3 RWD,36995,Rear-Wheel Drive,Black,Model 3,2022.0,RWD,1.9,North Vancouver,BC,10.0,430.0,Sedan,94250,1085.0,648.0
2021 Tesla Model 3 Standard Range Plus RWD,25300,Rear-Wheel Drive,Red,Model 3,2021.0,Standard Range Plus RWD,1.9,London,ON,10.0,430.0,Sedan,187000,1085.0,424.0
2022 Tesla Model 3 Performance AWD,48995,All-Wheel Drive,Silver,Model 3,2022.0,Performance AWD,2.09,Cowansville,QC,10.0,507.0,Sedan,49646,1085.0,648.0
2022 Tesla Model 3 RWD,36995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Magog,QC,10.0,430.0,Sedan,39727,1085.0,648.0
2018 Tesla Model X 100D AWD,59995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2018.0,100D AWD,2.655,Milton,ON,12.0,475.0,SUV/ Crossover,114784,1046.0,736.0
2023 Tesla Model Y Performance AWD,58619,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2023.0,Performance AWD,2.09,Whitby,ON,11.8,488.0,SUV/ Crossover,18018,1062.0,481.0
2023 Tesla Model 3 RWD,37890,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2023.0,RWD,1.9,Levis,QC,10.4,438.0,Sedan,58887,1085.0,648.0
2018 Tesla Model S 100D AWD,49995,All-Wheel Drive,Black,Model S,2018.0,100D AWD,2.3,Laval,QC,12.0,539.0,Sedan,139771,1085.0,744.0
2017 Tesla Model S P100D AWD,58900,All-Wheel Drive,White(/Pearl White Multi-Coat),Model S,2017.0,P100D AWD,2.42,Chilliwack,BC,12.0,507.0,Sedan,89600,1085.0,894.0
2020 Tesla Model Y Long Range AWD,44881,All-Wheel Drive,Black,Model Y,2020.0,Long Range AWD,1.99,Langley,BC,10.0,509.0,SUV/ Crossover,86000,1062.0,1925.0
2023 Tesla Model Y,54888,unknown,Silver,Model Y,2023.0,unknown,1.945,Smiths Falls,ON,10.0,509.0,SUV/ Crossover,34000,1062.0,971.0
2020 Tesla Model X Long Range AWD,77998,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2020.0,Long Range AWD,2.445,Kamloops,BC,12.0,528.0,SUV/ Crossover,36542,1046.0,543.0
2020 Tesla Model 3 Standard Range Plus RWD,31995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,402.0,Sedan,67025,1085.0,424.0
2020 Tesla Model Y Long Range AWD,42995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.99,Trois-Rivieres,QC,10.0,509.0,SUV/ Crossover,88000,1062.0,1925.0
2019 Tesla Model 3 Long Range AWD,29880,All-Wheel Drive,Black,Model 3,2019.0,Long Range AWD,1.9,Grimsby,ON,10.0,499.0,Sedan,126236,1085.0,424.0
2018 Tesla Model 3 Long Range AWD,26495,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2018.0,Long Range AWD,2.045,Hamilton,ON,10.0,499.0,Sedan,169244,1085.0,424.0
2021 Tesla Model Y Standard Range RWD,36799,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2021.0,Standard Range RWD,1.945,Toronto,ON,10.0,393.0,SUV/ Crossover,112000,1062.0,1925.0
2022 Tesla Model S Plaid AWD,129991,All-Wheel Drive,White(/Pearl White Multi-Coat),Model S,2022.0,Plaid AWD,2.3,Sudbury,ON,15.0,637.0,Sedan,30000,1077.0,798.0
2020 Tesla Model 3 Performance AWD,38388,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Performance AWD,1.945,Toronto,ON,10.0,481.0,Sedan,98000,1085.0,424.0
2014 Tesla Model S P85 RWD,24888,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model S,2014.0,P85 RWD,2.655,Coquitlam,BC,12.0,407.0,Sedan,189101,1085.0,894.0
2022 Tesla Model 3 RWD,35978,Rear-Wheel Drive,Black,Model 3,2022.0,RWD,1.9,Shawinigan,QC,10.0,430.0,Sedan,57123,1085.0,648.0
2021 Tesla Model Y Performance AWD,51396,All-Wheel Drive,Red,Model Y,2021.0,Performance AWD,2.09,Wetaskiwin,AB,10.0,507.0,SUV/ Crossover,95628,1062.0,1925.0
2019 Tesla Model X,69999,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2019.0,Long Range AWD,2.555,Toronto,ON,12.0,475.0,SUV/ Crossover,98000,1046.0,736.0
2023 Tesla Model Y RWD,47995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2023.0,RWD,1.945,North Vancouver,BC,9.4,418.0,SUV/ Crossover,32450,1064.0,971.0
2021 Tesla Model 3 Standard Range Plus RWD,34999,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Kentville,NS,10.0,430.0,Sedan,95000,1085.0,424.0
2022 Tesla Model Y Long Range AWD,47990,All-Wheel Drive,Black,Model Y,2022.0,Long Range AWD,1.945,Oakville,ON,10.0,531.0,SUV/ Crossover,76034,1062.0,971.0
2020 Tesla Model X Long Range Plus AWD,71800,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model X,2020.0,Long Range Plus AWD,2.245,Richmond,BC,12.0,565.0,SUV/ Crossover,65000,1045.0,736.0
2022 Tesla Model 3 RWD,39918,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Calgary,AB,10.0,430.0,Sedan,35314,1085.0,648.0
2020 Tesla Model 3 Standard Range Plus RWD,31995,Rear-Wheel Drive,Black,Model 3,2020.0,Standard Range Plus RWD,1.9,Hilden,NS,10.0,402.0,Sedan,92000,1085.0,424.0
2019 Tesla Model 3 Standard RWD,23990,Rear-Wheel Drive,Red,Model 3,2019.0,Standard RWD,1.9,Etobicoke,ON,10.0,354.0,Sedan,136000,1085.0,424.0
2022 Tesla Model Y Long Range AWD,48973,All-Wheel Drive,Blue(/Deep Blue Metallic),Model Y,2022.0,Long Range AWD,1.945,Strathmore,AB,10.0,531.0,SUV/ Crossover,53312,1062.0,971.0
2020 Tesla Model 3 Standard Range Plus RWD,29888,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range Plus RWD,1.9,Concord,ON,10.0,402.0,Sedan,85895,1085.0,424.0
2019 Tesla Model 3 Long Range RWD,19999,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Long Range RWD,1.9,Halton Hills,ON,10.0,499.0,Sedan,220586,1085.0,424.0
2020 Tesla Model 3,32800,unknown,White(/Pearl White Multi-Coat),Model 3,2020.0,unknown,1.9,London,ON,10.0,430.0,Sedan,74000,1085.0,424.0
2016 Tesla Model S 90D AWD,59500,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model S,2016.0,90D AWD,2.255,Coquitlam,BC,12.0,473.0,Sedan,36900,1085.0,894.0
2020 Tesla Model 3,26800,unknown,White(/Pearl White Multi-Coat),Model 3,2020.0,unknown,1.9,London,ON,10.0,430.0,Sedan,146000,1085.0,424.0
2019 Tesla Model 3 Long Range AWD,34988,All-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2019.0,Long Range AWD,2.045,Calgary,AB,10.0,499.0,Sedan,106079,1085.0,424.0
2019 Tesla Model 3 Standard Plus RWD,33995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Standard Plus RWD,1.9,Abbotsford,BC,10.0,386.0,Sedan,62452,1085.0,424.0
2020 Tesla Model 3 Standard Range AWD,29900,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range AWD,1.9,Duncan,BC,10.0,354.0,Sedan,90484,1085.0,424.0
2023 Tesla Model 3 RWD,39888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2023.0,RWD,1.9,Toronto,ON,10.4,438.0,Sedan,27000,1085.0,648.0
2020 Tesla Model 3 Standard Range Plus RWD,37888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range Plus RWD,1.9,Surrey,BC,10.0,402.0,Sedan,35692,1085.0,424.0
2022 Tesla Model 3 Long Range AWD,44988,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2022.0,Long Range AWD,1.9,Victoriaville,QC,10.0,538.0,Sedan,51000,1085.0,648.0
2019 Tesla Model 3 Standard Plus RWD,23800,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Standard Plus RWD,1.9,London,ON,10.0,386.0,Sedan,187000,1085.0,424.0
2018 Tesla Model 3 Long Range AWD,30888,All-Wheel Drive,Black,Model 3,2018.0,Long Range AWD,2.045,Toronto,ON,10.0,499.0,Sedan,64000,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,32995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Mississauga,ON,10.0,430.0,Sedan,70639,1085.0,424.0
2022 Tesla Model 3 Long Range AWD,40888,All-Wheel Drive,Red,Model 3,2022.0,Long Range AWD,1.9,Toronto,ON,10.0,538.0,Sedan,79900,1085.0,648.0
2022 Tesla Model 3 Long Range AWD,40888,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2022.0,Long Range AWD,1.9,North York,ON,10.0,538.0,Sedan,80079,1085.0,648.0
2018 Tesla Model X 100D AWD,55000,All-Wheel Drive,Blue(/Deep Blue Metallic),Model X,2018.0,100D AWD,2.655,Coquitlam,BC,12.0,475.0,SUV/ Crossover,157078,1046.0,736.0
2023 Tesla Model Y RWD,40990,Rear-Wheel Drive,Black,Model Y,2023.0,RWD,1.945,Etobicoke,ON,9.4,418.0,SUV/ Crossover,66019,1064.0,971.0
2021 Tesla Model 3 Standard Range Plus RWD,30995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Laval,QC,10.0,430.0,Sedan,94487,1085.0,424.0
2023 Tesla Model Y RWD,49700,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2023.0,RWD,1.945,Surrey,BC,9.4,418.0,SUV/ Crossover,12401,1064.0,971.0
2015 Tesla Model S 85D AWD,29995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model S,2015.0,85D AWD,2.365,Richmond Hill,ON,12.0,435.0,Sedan,136000,1085.0,894.0
2022 Tesla Model Y Long Range AWD,59950,All-Wheel Drive,Red,Model Y,2022.0,Long Range AWD,1.945,North Vancouver,BC,10.0,531.0,SUV/ Crossover,28000,1062.0,971.0
2020 Tesla Model 3 Standard Range Plus RWD,27995,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2020.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,402.0,Sedan,131000,1085.0,424.0
2022 Tesla Model 3 RWD,43900,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Surrey,BC,10.0,430.0,Sedan,5000,1085.0,648.0
2022 Tesla Model Y Long Range AWD,49988,All-Wheel Drive,Black,Model Y,2022.0,Long Range AWD,1.945,Burlington,ON,10.0,531.0,SUV/ Crossover,76341,1062.0,971.0
2021 Tesla Model X Long Range Plus AWD,76800,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2021.0,Long Range Plus AWD,2.245,North York,ON,12.0,565.0,SUV/ Crossover,66000,1046.0,543.0
2020 Tesla Model 3 Long Range AWD,34995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Long Range AWD,1.945,Longueuil,QC,10.0,518.0,Sedan,74920,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,29500,Rear-Wheel Drive,Black,Model 3,2020.0,Standard Range Plus RWD,1.9,Winnipeg,MB,10.0,402.0,Sedan,162654,1085.0,424.0
2018 Tesla Model 3 Performance AWD,30998,All-Wheel Drive,Black,Model 3,2018.0,Performance AWD,2.045,Carignan,QC,10.0,499.0,Sedan,38548,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,36888,Rear-Wheel Drive,Black,Model 3,2021.0,Standard Range Plus RWD,1.9,Burnaby,BC,10.0,430.0,Sedan,69128,1085.0,424.0
2018 Tesla Model 3 Long Range AWD,33995,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2018.0,Long Range AWD,2.045,Ottawa,ON,10.0,499.0,Sedan,76650,1085.0,424.0
2023 Tesla Model 3 RWD,35990,Rear-Wheel Drive,Black,Model 3,2023.0,RWD,1.9,Scarborough,ON,10.4,438.0,Sedan,73511,1085.0,648.0
2020 Tesla Model 3 Long Range AWD,33999,All-Wheel Drive,Black,Model 3,2020.0,Long Range AWD,1.945,Mississauga,ON,10.0,518.0,Sedan,74700,1085.0,424.0
2023 Tesla Model Y Long Range AWD,51888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2023.0,Long Range AWD,1.945,Mississauga,ON,11.5,531.0,SUV/ Crossover,49408,1062.0,971.0
2022 Tesla Model X AWD,98800,All-Wheel Drive,Silver,Model X,2022.0,AWD,2.29,Richmond,BC,12.0,534.0,SUV/ Crossover,56169,1044.0,1231.0
2021 Tesla Model 3 Standard Range Plus RWD,35995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,430.0,Sedan,49000,1085.0,424.0
2022 Tesla Model 3 Long Range AWD,50495,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,Long Range AWD,1.9,Tillsonburg,ON,10.0,538.0,Sedan,23914,1085.0,648.0
2021 Tesla Model 3 Performance AWD,39900,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Performance AWD,2.09,Oakville,ON,10.0,507.0,Sedan,88000,1085.0,424.0
2023 Tesla Model Y RWD,46495,Rear-Wheel Drive,Silver,Model Y,2023.0,RWD,1.945,Quebec,QC,9.4,418.0,SUV/ Crossover,22575,1064.0,971.0
2023 Tesla Model 3 RWD,46906,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2023.0,RWD,1.9,Richmond,BC,10.4,438.0,Sedan,7114,1085.0,648.0
2018 Tesla Model X,59999,unknown,White(/Pearl White Multi-Coat),Model X,2018.0,unknown,2.555,Richmond,BC,12.0,475.0,SUV/ Crossover,110058,1046.0,736.0
2023 Tesla Model 3 Long Range AWD,48450,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2023.0,Long Range AWD,1.9,Montréal,QC,11.5,576.0,Sedan,16000,1085.0,648.0
2020 Tesla Model 3 Standard Range Plus RWD,30900,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range Plus RWD,1.9,Sidney,BC,10.0,402.0,Sedan,136309,1085.0,424.0
2017 Tesla Model S 100D AWD,54980,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model S,2017.0,100D AWD,2.3,North Vancouver,BC,12.0,539.0,Sedan,67900,1085.0,804.0
2021 Tesla Model 3 Standard Range Plus RWD,36995,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2021.0,Standard Range Plus RWD,1.9,North York,ON,10.0,430.0,Sedan,25842,1085.0,424.0
2021 Tesla Model Y Standard Range RWD,35988,Rear-Wheel Drive,Black,Model Y,2021.0,Standard Range RWD,1.945,Scarborough,ON,10.0,393.0,SUV/ Crossover,139998,1062.0,1925.0
2020 Tesla Model 3 Long Range AWD,39900,All-Wheel Drive,Red,Model 3,2020.0,Long Range AWD,1.945,Vancouver,BC,10.0,518.0,Sedan,76872,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,32998,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2021.0,Standard Range Plus RWD,1.9,Stratford,ON,10.0,430.0,Sedan,108000,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,36990,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2020.0,Standard Range Plus RWD,1.9,Regina,SK,10.0,402.0,Sedan,65345,1085.0,424.0
2023 Tesla Model 3 RWD,39995,Rear-Wheel Drive,Red,Model 3,2023.0,RWD,1.9,Hilden,NS,10.4,438.0,Sedan,55000,1085.0,648.0
2020 Tesla Model Y Long Range AWD,43995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.99,Salaberry-de-Valleyfield,QC,10.0,509.0,SUV/ Crossover,60229,1062.0,1925.0
2023 Tesla Model 3 RWD,39800,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2023.0,RWD,1.9,London,ON,10.4,438.0,Sedan,58000,1085.0,648.0
2021 Tesla Model 3 Performance AWD,46900,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Performance AWD,2.09,Vancouver,BC,10.0,507.0,Sedan,83226,1085.0,424.0
2022 Tesla Model Y Performance AWD,54800,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2022.0,Performance AWD,2.09,Richmond,BC,10.0,488.0,SUV/ Crossover,61000,1062.0,971.0
2022 Tesla Model 3 RWD,39995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,North York,ON,10.0,430.0,Sedan,12672,1085.0,648.0
2020 Tesla Model Y Long Range AWD,42888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2020.0,Long Range AWD,1.99,Toronto,ON,10.0,509.0,SUV/ Crossover,97300,1062.0,1925.0
2020 Tesla Model 3 Standard Range Plus RWD,32888,Rear-Wheel Drive,Black,Model 3,2020.0,Standard Range Plus RWD,1.9,Concord,ON,10.0,402.0,Sedan,59995,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,34888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range Plus RWD,1.9,Concord,ON,10.0,402.0,Sedan,36270,1085.0,424.0
2021 Tesla Model 3 Standard Range Plus RWD,32888,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2021.0,Standard Range Plus RWD,1.9,Vancouver,BC,10.0,430.0,Sedan,125861,1085.0,424.0
2023 Tesla Model S Plaid AWD,113888,All-Wheel Drive,Black,Model S,2023.0,Plaid AWD,1.945,Coquitlam,BC,15.0,637.0,Sedan,21971,1077.0,798.0
2021 Tesla Model 3 Standard Range Plus RWD,34888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Toronto,ON,10.0,430.0,Sedan,51000,1085.0,424.0
2021 Tesla Model S Long Range Plus AWD,65910,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model S,2021.0,Long Range Plus AWD,1.945,Woodbridge,ON,12.0,629.0,Sedan,48427,1085.0,744.0
2020 Tesla Model 3 Long Range AWD,33888,All-Wheel Drive,Red,Model 3,2020.0,Long Range AWD,1.945,Concord,ON,10.0,518.0,Sedan,97252,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,29888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2020.0,Standard Range Plus RWD,1.9,Concord,ON,10.0,402.0,Sedan,98206,1085.0,424.0
2022 Tesla Model 3 RWD,41850,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2022.0,RWD,1.9,Langley,BC,10.0,430.0,Sedan,44136,1085.0,648.0
2019 Tesla Model 3 Performance AWD,28995,All-Wheel Drive,Red,Model 3,2019.0,Performance AWD,2.045,Milton,ON,10.0,499.0,Sedan,145323,1085.0,424.0
2022 Tesla Model Y Performance AWD,45888,All-Wheel Drive,Black,Model Y,2022.0,Performance AWD,2.09,Toronto,ON,10.0,488.0,SUV/ Crossover,111700,1062.0,971.0
2019 Tesla Model S Performance AWD,62995,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model S,2019.0,Performance AWD,2.3,Milton,ON,12.0,507.0,Sedan,93500,1085.0,744.0
2018 Tesla Model S P100D AWD,57950,All-Wheel Drive,Red,Model S,2018.0,P100D AWD,2.42,Richmond,BC,12.0,507.0,Sedan,85100,1085.0,744.0
2021 Tesla Model X Long Range Plus AWD,79888,All-Wheel Drive,White(/Pearl White Multi-Coat),Model X,2021.0,Long Range Plus AWD,2.245,Coquitlam,BC,12.0,565.0,SUV/ Crossover,56812,1046.0,543.0
2022 Tesla Model Y Long Range AWD,44888,All-Wheel Drive,Black,Model Y,2022.0,Long Range AWD,1.945,Toronto,ON,10.0,531.0,SUV/ Crossover,106100,1062.0,971.0
2024 Tesla Model Y Long Range AWD,65888,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2024.0,Long Range AWD,1.99,Toronto,ON,9.0,499.0,SUV/ Crossover,2000,1062.0,971.0
2021 Tesla Model Y Standard Range RWD,54888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2021.0,Standard Range RWD,1.945,Surrey,BC,10.0,393.0,SUV/ Crossover,34499,1062.0,1925.0
2020 Tesla Model Y Long Range AWD,46990,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model Y,2020.0,Long Range AWD,1.945,Surrey,BC,10.0,509.0,SUV/ Crossover,95642,1062.0,1925.0
2022 Tesla Model Y Long Range AWD,44588,All-Wheel Drive,White(/Pearl White Multi-Coat),Model Y,2022.0,Long Range AWD,1.945,Toronto,ON,10.0,531.0,SUV/ Crossover,110500,1062.0,971.0
2019 Tesla Model 3 Long Range AWD,42888,All-Wheel Drive,Red,Model 3,2019.0,Long Range AWD,2.045,Houston,BC,10.0,499.0,Sedan,38419,1085.0,424.0
2021 Tesla Model Y Long Range AWD,48880,All-Wheel Drive,Red,Model Y,2021.0,Long Range AWD,1.945,Sidney,BC,10.0,509.0,SUV/ Crossover,98200,1062.0,1925.0
2022 Tesla Model 3 RWD,44995,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2022.0,RWD,1.9,Leduc,AB,10.0,430.0,Sedan,17101,1085.0,648.0
2021 Tesla Model 3 Standard Range Plus RWD,38888,Rear-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2021.0,Standard Range Plus RWD,1.9,Vancouver,BC,10.0,430.0,Sedan,57241,1085.0,424.0
2020 Tesla Model 3 Standard Range Plus RWD,36888,Rear-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2020.0,Standard Range Plus RWD,1.9,Surrey,BC,10.0,402.0,Sedan,61150,1085.0,424.0
2022 Tesla Model 3 RWD,34888,Rear-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2022.0,RWD,1.9,Toronto,ON,10.0,430.0,Sedan,91500,1085.0,648.0
2022 Tesla Model S AWD,77895,All-Wheel Drive,Black,Model S,2022.0,AWD,1.945,Blainville,QC,15.0,652.0,Sedan,56225,1077.0,798.0
2019 Tesla Model 3 Performance AWD,24995,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2019.0,Performance AWD,2.045,Saint-Sulpice,QC,10.0,499.0,Sedan,198058,1085.0,424.0
2022 Tesla Model Y Performance AWD,52995,All-Wheel Drive,Red,Model Y,2022.0,Performance AWD,2.09,Saint-Jean-sur-Richelieu,QC,10.0,488.0,SUV/ Crossover,69000,1062.0,971.0
2015 Tesla Model S P85D AWD,33955,All-Wheel Drive,White(/Pearl White Multi-Coat),Model S,2015.0,P85D AWD,2.51,Montreal,QC,12.0,407.0,Sedan,151000,1085.0,894.0
2020 Tesla Model 3 Long Range AWD,40496,All-Wheel Drive,Black,Model 3,2020.0,Long Range AWD,1.945,Abbotsford,BC,10.0,518.0,Sedan,64868,1085.0,424.0
2020 Tesla Model 3 Long Range AWD,41991,All-Wheel Drive,Blue(/Deep Blue Metallic),Model 3,2020.0,Long Range AWD,1.945,Winnipeg,MB,10.0,518.0,Sedan,55898,1085.0,424.0
2019 Tesla Model 3 Performance AWD,40800,All-Wheel Drive,Gray(/Dark Grey/Stealth Grey/Charcoal),Model 3,2019.0,Performance AWD,2.045,Richmond,BC,10.0,499.0,Sedan,51000,1085.0,424.0
2021 Tesla Model Y Long Range AWD,46985,All-Wheel Drive,Blue(/Deep Blue Metallic),Model Y,2021.0,Long Range AWD,1.945,Calgary,AB,10.0,509.0,SUV/ Crossover,73328,1062.0,1925.0
2018 Tesla Model 3 Long Range AWD,33988,All-Wheel Drive,White(/Pearl White Multi-Coat),Model 3,2018.0,Long Range AWD,2.045,Calgary,AB,10.0,499.0,Sedan,112912,1085.0,424.0
